date,region,crop_focus,latitude,longitude,rainfall_mm,temp_max,temp_min,wind_speed_kmh,consecutive_dry_days,weather_score,anomaly_type,source
2024-10-06,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.3,34.3,26.0,30.6,7,0.1,NORMAL,ERA5_PUBLIC_DATASET
2024-10-07,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.6,32.7,24.7,39.2,0,1.8,NORMAL,ERA5_PUBLIC_DATASET
2024-10-08,Andhra Pradesh (Krishna District),Rice,16.5,80.6,7.8,30.8,25.1,32.8,0,3.9,NORMAL,ERA5_PUBLIC_DATASET
2024-10-09,Andhra Pradesh (Krishna District),Rice,16.5,80.6,8.6,31.7,24.7,38.2,0,4.3,NORMAL,ERA5_PUBLIC_DATASET
2024-10-10,Andhra Pradesh (Krishna District),Rice,16.5,80.6,16.8,31.0,24.3,33.1,0,8.4,NORMAL,ERA5_PUBLIC_DATASET
2024-10-11,Andhra Pradesh (Krishna District),Rice,16.5,80.6,2.9,30.0,24.1,27.7,0,1.4,NORMAL,ERA5_PUBLIC_DATASET
2024-10-12,Andhra Pradesh (Krishna District),Rice,16.5,80.6,6.2,31.1,24.3,27.0,0,3.1,NORMAL,ERA5_PUBLIC_DATASET
2024-10-13,Andhra Pradesh (Krishna District),Rice,16.5,80.6,1.0,32.2,24.3,28.1,0,0.5,NORMAL,ERA5_PUBLIC_DATASET
2024-10-14,Andhra Pradesh (Krishna District),Rice,16.5,80.6,7.1,28.3,24.6,31.7,0,3.5,NORMAL,ERA5_PUBLIC_DATASET
2024-10-15,Andhra Pradesh (Krishna District),Rice,16.5,80.6,5.5,30.6,24.8,30.6,0,2.8,NORMAL,ERA5_PUBLIC_DATASET
2024-10-16,Andhra Pradesh (Krishna District),Rice,16.5,80.6,2.6,29.7,24.5,37.4,0,1.3,NORMAL,ERA5_PUBLIC_DATASET
2024-10-17,Andhra Pradesh (Krishna District),Rice,16.5,80.6,9.0,30.6,25.0,34.6,0,4.5,NORMAL,ERA5_PUBLIC_DATASET
2024-10-18,Andhra Pradesh (Krishna District),Rice,16.5,80.6,2.9,29.9,24.8,33.5,0,1.4,NORMAL,ERA5_PUBLIC_DATASET
2024-10-19,Andhra Pradesh (Krishna District),Rice,16.5,80.6,6.9,30.7,24.5,32.8,0,3.5,NORMAL,ERA5_PUBLIC_DATASET
2024-10-20,Andhra Pradesh (Krishna District),Rice,16.5,80.6,7.6,31.4,25.0,26.3,0,3.8,NORMAL,ERA5_PUBLIC_DATASET
2024-10-21,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.2,31.8,23.6,27.7,0,1.6,NORMAL,ERA5_PUBLIC_DATASET
2024-10-22,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.4,32.3,24.1,16.6,1,0.2,NORMAL,ERA5_PUBLIC_DATASET
2024-10-23,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,33.3,24.2,27.7,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2024-10-24,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,32.7,23.1,32.0,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2024-10-25,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.4,32.9,22.4,32.4,4,0.2,NORMAL,ERA5_PUBLIC_DATASET
2024-10-26,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,33.4,24.4,36.7,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2024-10-27,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,33.4,24.0,24.8,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2024-10-28,Andhra Pradesh (Krishna District),Rice,16.5,80.6,0.0,33.3,23.7,19.1,7,0.0,NORMAL,ERA5_PUBLIC_DATASET
2024-10-29,Andhra Pradesh (Krishna District),Rice,16.5,80.6,1.4,32.5,24.0,19.4,0,0.7,NORMAL,ERA5_PUBLIC_DATASET
2024-10-30,Andhra Pradesh (Krishna District),Rice,16.5,80.6,5.0,31.2,24.6,31.3,0,2.5,NORMAL,ERA5_PUBLIC_DATASET
2024-10-31,Andhra Pradesh (Krishna District),Rice,16.5,80.6,3.0,31.6,23.5,18.7,0,1.5,NORMAL,ERA5_PUBLIC_DATASET
2023-01-01,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,17.1,6.4,12.6,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-02,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,15.6,4.0,13.7,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-03,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,15.2,5.2,19.8,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-04,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,16.0,5.6,21.2,4,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-05,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,14.6,5.7,16.9,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-06,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,12.5,4.5,16.2,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-07,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,15.2,6.0,23.4,7,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-08,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,16.0,6.6,24.5,8,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-09,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,15.4,6.5,14.0,9,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-10,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,16.1,7.8,24.5,10,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-11,Punjab (Ludhiana District),Wheat,30.9,75.8,0.7,15.8,8.3,18.4,11,0.3,NORMAL,ERA5_PUBLIC_DATASET
2023-01-12,Punjab (Ludhiana District),Wheat,30.9,75.8,1.4,18.6,6.9,26.6,0,0.7,NORMAL,ERA5_PUBLIC_DATASET
2023-01-13,Punjab (Ludhiana District),Wheat,30.9,75.8,7.5,16.1,9.5,31.3,0,3.8,NORMAL,ERA5_PUBLIC_DATASET
2023-01-14,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,14.6,7.3,27.4,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-15,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,14.7,3.8,23.4,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-16,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,15.2,2.3,23.4,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-17,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,15.1,1.8,19.1,4,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-18,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,15.6,2.1,23.4,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-19,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,18.5,6.5,20.5,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-20,Punjab (Ludhiana District),Wheat,30.9,75.8,1.0,15.3,7.9,19.4,0,0.5,NORMAL,ERA5_PUBLIC_DATASET
2023-01-21,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,18.8,8.5,18.7,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-22,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,19.2,5.1,18.7,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-23,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,20.3,6.9,16.9,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-24,Punjab (Ludhiana District),Wheat,30.9,75.8,15.0,18.2,6.5,32.8,0,7.5,NORMAL,ERA5_PUBLIC_DATASET
2023-01-25,Punjab (Ludhiana District),Wheat,30.9,75.8,7.1,18.4,10.8,25.6,0,3.5,NORMAL,ERA5_PUBLIC_DATASET
2023-01-26,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,16.3,9.8,28.1,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-27,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,17.7,5.6,29.2,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-28,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,19.3,6.0,22.3,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-01-29,Punjab (Ludhiana District),Wheat,30.9,75.8,1.4,17.8,5.1,30.6,0,0.7,NORMAL,ERA5_PUBLIC_DATASET
2023-01-30,Punjab (Ludhiana District),Wheat,30.9,75.8,14.9,17.8,10.1,32.4,0,7.5,NORMAL,ERA5_PUBLIC_DATASET
2023-01-31,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,18.4,9.3,31.0,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-01,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,18.5,6.9,25.6,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-02,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,19.5,7.1,28.1,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-03,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,20.9,7.0,20.5,4,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-04,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,21.4,7.7,25.6,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-05,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,21.6,8.3,18.4,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-06,Punjab (Ludhiana District),Wheat,30.9,75.8,0.4,22.2,9.4,32.0,7,0.2,NORMAL,ERA5_PUBLIC_DATASET
2023-02-07,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,21.5,9.3,26.6,8,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-08,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,21.6,7.1,25.2,9,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-09,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,21.7,7.7,26.3,10,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-10,Punjab (Ludhiana District),Wheat,30.9,75.8,1.3,23.8,14.3,48.6,0,0.7,NORMAL,ERA5_PUBLIC_DATASET
2023-02-11,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,22.3,10.5,25.2,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-12,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,19.6,6.8,35.3,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-13,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,18.9,5.9,31.0,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-14,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,22.0,8.2,23.8,4,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-15,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,24.6,9.5,29.5,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-16,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.5,10.9,14.0,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-17,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.0,10.5,16.6,7,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-18,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.1,12.0,18.0,8,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-19,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.5,12.1,16.2,9,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-20,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,28.8,14.8,30.6,10,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-21,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.1,13.9,28.8,11,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-22,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.4,11.1,24.1,12,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-23,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.2,11.2,29.9,13,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-24,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.7,9.5,24.1,14,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-25,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.1,11.3,21.2,15,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-26,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.7,10.9,34.2,16,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-27,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.3,12.4,23.0,17,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-02-28,Punjab (Ludhiana District),Wheat,30.9,75.8,2.4,20.1,12.7,40.0,0,1.2,NORMAL,ERA5_PUBLIC_DATASET
2023-03-01,Punjab (Ludhiana District),Wheat,30.9,75.8,2.6,26.1,13.8,26.6,0,1.3,NORMAL,ERA5_PUBLIC_DATASET
2023-03-02,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.5,13.3,18.7,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-03,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.0,14.6,26.6,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-04,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.5,13.3,23.4,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-05,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.0,13.9,34.6,4,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-06,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.7,12.4,30.2,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-07,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.9,11.5,25.9,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-08,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.6,12.7,18.7,7,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-09,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.7,12.6,19.8,8,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-10,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,28.5,14.6,25.2,9,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-11,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,29.3,14.4,15.1,10,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-12,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,29.6,15.0,24.5,11,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-13,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,29.8,16.8,34.6,12,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-14,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,29.7,15.8,27.4,13,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-15,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,30.4,15.4,20.2,14,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-16,Punjab (Ludhiana District),Wheat,30.9,75.8,0.1,29.4,16.3,32.8,15,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-03-17,Punjab (Ludhiana District),Wheat,30.9,75.8,0.4,26.9,16.2,31.7,16,0.2,NORMAL,ERA5_PUBLIC_DATASET
2023-03-18,Punjab (Ludhiana District),Wheat,30.9,75.8,12.8,23.7,15.4,31.7,0,6.4,NORMAL,ERA5_PUBLIC_DATASET
2023-03-19,Punjab (Ludhiana District),Wheat,30.9,75.8,4.7,25.1,12.4,29.2,0,2.4,NORMAL,ERA5_PUBLIC_DATASET
2023-03-20,Punjab (Ludhiana District),Wheat,30.9,75.8,16.4,22.6,14.5,25.2,0,8.2,NORMAL,ERA5_PUBLIC_DATASET
2023-03-21,Punjab (Ludhiana District),Wheat,30.9,75.8,0.2,23.9,13.8,19.8,1,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-03-22,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,25.2,12.4,21.2,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-23,Punjab (Ludhiana District),Wheat,30.9,75.8,0.7,26.2,15.5,31.0,3,0.3,NORMAL,ERA5_PUBLIC_DATASET
2023-03-24,Punjab (Ludhiana District),Wheat,30.9,75.8,10.4,24.7,14.0,29.9,0,5.2,NORMAL,ERA5_PUBLIC_DATASET
2023-03-25,Punjab (Ludhiana District),Wheat,30.9,75.8,19.9,24.7,14.9,40.7,0,9.9,NORMAL,ERA5_PUBLIC_DATASET
2023-03-26,Punjab (Ludhiana District),Wheat,30.9,75.8,1.4,24.9,12.0,20.2,0,0.7,NORMAL,ERA5_PUBLIC_DATASET
2023-03-27,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,25.0,13.3,21.6,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-28,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,26.6,13.2,20.2,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-29,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,28.1,13.6,15.8,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-03-30,Punjab (Ludhiana District),Wheat,30.9,75.8,4.2,28.6,16.0,36.7,0,2.1,NORMAL,ERA5_PUBLIC_DATASET
2023-03-31,Punjab (Ludhiana District),Wheat,30.9,75.8,7.2,21.8,16.2,35.3,0,3.6,NORMAL,ERA5_PUBLIC_DATASET
2023-04-01,Punjab (Ludhiana District),Wheat,30.9,75.8,11.3,23.7,14.9,28.1,0,5.7,NORMAL,ERA5_PUBLIC_DATASET
2023-04-02,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,25.7,13.4,23.4,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-03,Punjab (Ludhiana District),Wheat,30.9,75.8,4.0,25.3,14.5,42.5,0,2.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-04,Punjab (Ludhiana District),Wheat,30.9,75.8,3.1,26.5,14.5,46.8,0,1.6,NORMAL,ERA5_PUBLIC_DATASET
2023-04-05,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,27.4,12.5,24.1,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-06,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,28.3,15.1,27.4,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-07,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,28.8,13.4,30.6,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-08,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,30.4,13.7,26.3,4,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-09,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,31.4,16.1,20.9,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-10,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,32.8,14.9,31.3,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-11,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,34.0,15.9,40.3,7,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-12,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,35.2,19.1,32.4,8,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-13,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,35.2,17.4,34.9,9,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-14,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,36.8,19.6,31.3,10,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-15,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,37.9,18.8,29.5,11,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-16,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,37.8,20.2,29.2,12,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-17,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,38.5,19.7,20.2,13,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-18,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,36.7,22.5,37.1,14,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-19,Punjab (Ludhiana District),Wheat,30.9,75.8,2.7,32.3,21.7,41.8,0,1.4,NORMAL,ERA5_PUBLIC_DATASET
2023-04-20,Punjab (Ludhiana District),Wheat,30.9,75.8,0.5,30.4,20.0,30.6,1,0.2,NORMAL,ERA5_PUBLIC_DATASET
2023-04-21,Punjab (Ludhiana District),Wheat,30.9,75.8,0.9,31.3,17.9,37.1,2,0.5,NORMAL,ERA5_PUBLIC_DATASET
2023-04-22,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,31.2,16.7,36.7,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-23,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,31.2,16.4,23.4,4,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-24,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,33.3,17.6,27.7,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-25,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,33.7,19.9,37.4,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-26,Punjab (Ludhiana District),Wheat,30.9,75.8,0.3,34.7,18.5,35.6,7,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-04-27,Punjab (Ludhiana District),Wheat,30.9,75.8,0.4,32.0,20.7,45.7,8,0.2,NORMAL,ERA5_PUBLIC_DATASET
2023-04-28,Punjab (Ludhiana District),Wheat,30.9,75.8,1.4,34.3,17.8,35.3,0,0.7,NORMAL,ERA5_PUBLIC_DATASET
2023-04-29,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,34.7,20.7,29.2,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-04-30,Punjab (Ludhiana District),Wheat,30.9,75.8,1.2,31.0,20.6,25.9,0,0.6,NORMAL,ERA5_PUBLIC_DATASET
2023-05-01,Punjab (Ludhiana District),Wheat,30.9,75.8,4.3,25.1,18.9,40.0,0,2.1,NORMAL,ERA5_PUBLIC_DATASET
2023-05-02,Punjab (Ludhiana District),Wheat,30.9,75.8,5.9,26.7,18.1,34.6,0,3.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-03,Punjab (Ludhiana District),Wheat,30.9,75.8,15.2,28.3,17.7,34.6,0,7.6,NORMAL,ERA5_PUBLIC_DATASET
2023-05-04,Punjab (Ludhiana District),Wheat,30.9,75.8,1.4,29.1,16.9,19.1,0,0.7,NORMAL,ERA5_PUBLIC_DATASET
2023-05-05,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,31.1,19.3,25.9,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-06,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,33.0,18.5,38.2,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-07,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,34.4,17.9,34.9,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-08,Punjab (Ludhiana District),Wheat,30.9,75.8,0.2,34.6,18.4,44.3,4,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-05-09,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,33.5,18.3,34.9,5,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-10,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,34.3,18.2,33.1,6,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-11,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,37.1,18.9,18.0,7,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-12,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,38.0,21.1,18.0,8,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-13,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,38.8,20.5,30.6,9,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-14,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,38.7,22.2,54.7,10,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-15,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,38.7,23.0,26.3,11,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-16,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,38.5,22.6,29.9,12,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-17,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,38.9,22.5,35.3,13,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-18,Punjab (Ludhiana District),Wheat,30.9,75.8,2.5,32.8,19.9,28.8,0,1.2,NORMAL,ERA5_PUBLIC_DATASET
2023-05-19,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,35.7,21.7,32.0,1,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-20,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,38.5,22.1,33.5,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-21,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,41.2,22.3,27.0,3,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-22,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,42.4,23.9,37.1,4,0.0,HEATWAVE,ERA5_PUBLIC_DATASET
2023-05-23,Punjab (Ludhiana District),Wheat,30.9,75.8,0.6,40.7,25.5,54.0,5,0.3,NORMAL,ERA5_PUBLIC_DATASET
2023-05-24,Punjab (Ludhiana District),Wheat,30.9,75.8,14.8,31.3,22.5,46.8,0,7.4,NORMAL,ERA5_PUBLIC_DATASET
2023-05-25,Punjab (Ludhiana District),Wheat,30.9,75.8,1.4,33.7,21.4,27.7,0,0.7,NORMAL,ERA5_PUBLIC_DATASET
2023-05-26,Punjab (Ludhiana District),Wheat,30.9,75.8,2.5,31.5,20.5,28.4,0,1.2,NORMAL,ERA5_PUBLIC_DATASET
2023-05-27,Punjab (Ludhiana District),Wheat,30.9,75.8,0.1,32.8,20.6,26.6,1,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-05-28,Punjab (Ludhiana District),Wheat,30.9,75.8,0.0,34.6,21.1,19.1,2,0.0,NORMAL,ERA5_PUBLIC_DATASET
2023-05-29,Punjab (Ludhiana District),Wheat,30.9,75.8,0.9,33.6,22.1,51.1,3,0.5,NORMAL,ERA5_PUBLIC_DATASET
2023-05-30,Punjab (Ludhiana District),Wheat,30.9,75.8,0.3,32.6,22.4,24.8,4,0.1,NORMAL,ERA5_PUBLIC_DATASET
2023-05-31,Punjab (Ludhiana District),Wheat,30.9,75.8,63.0,25.7,19.9,33.8,0,57.8,NORMAL,ERA5_PUBLIC_DATASET
